ip,server,datetime_gride,campaign_id,sent_per_ip,r_sent_per_ip,limit_per_ip,offset,previous_sent_per_ip,volume_change,growth_rate,cumulative_sent_per_ip,daily_cumulative_sent_per_ip,daily_volume,volume_per_drop,sent_ratio,limit_usage_ratio,drops_per_day,time_gap_min,days_since_launch,hour,day_of_week,error_flag,spf_error,dkim_error,netblock_error,error_count_last_24h,blocked_before,is_high_growth,is_high_pressure,is_low_performance,risk_label,risk_label_encoded,predicted_risk_label_encoded,predicted_risk_label,spf_error_probability,predicted_spf_error,dkim_error_probability,predicted_dkim_error,netblock_error_probability,predicted_netblock_error,total_rows,active_days,max_volume,avg_sent_ratio,avg_growth_rate,max_netblock_probability,max_spf_probability,max_dkim_probability,risky_rows,dangerous_rows,recommended_initial_volume,recommended_growth_rate,recommended_drops_per_day,recommended_time_gap_min,recommended_max_safe_volume,final_decision,severity,main_reason,recommended_action,suggested_drops_per_day,suggested_growth_rate,suggested_time_gap_min,blocking_probability,xai_top_feature_1,xai_top_feature_1_contribution,xai_top_feature_2,xai_top_feature_2_contribution,xai_top_feature_3,xai_top_feature_3_contribution
198.12.123.239,s_cmh6_5940,2026-04-13 10:37:19,25642941,22293,0,22500,150000,10270,12023,1.1706913339824732,291534,231833,231833,15455.53,0.0,0.991,15,41.98,1,10,0,0,0,0,0,4,0,1,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,25,2,22293,0.53032,0.7213670033817772,0.0,0.0,3.9027530246532056e-08,23,12,5444,-0.0962,14,164,77180,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0962,164.0,0.0,growth_rate,1.0,sent_ratio,1.0,limit_usage_ratio,0.991
198.12.123.237,s_cmh6_5940,2026-04-13 10:37:19,25642941,22293,0,22500,150000,45000,-22707,-0.5046,386535,326833,326833,19225.47,0.0,0.991,17,15.0,1,10,0,0,0,0,0,4,0,0,1,1,Dangerous,2,2,Dangerous,0.02,0,4.313411540892541e-08,0,0.02,0,27,2,50000,0.4668148148148148,0.745176332756823,0.02,0.02,4.313411540892541e-08,23,14,5494,-0.0962,15,164,77131,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0962,164.0,0.02,sent_ratio,1.0,limit_usage_ratio,0.991,growth_rate,0.841
198.12.123.249,s_cmh6_5940,2026-04-13 10:37:19,25642941,22293,22293,22500,150000,10269,12024,1.1709027169149868,231826,231826,231826,15455.07,1.0,0.991,15,41.98,0,10,0,0,0,0,0,1,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,15,1,22293,1.0000666666666667,0.7460410732925682,0.0,0.0,3.9027530246532056e-08,9,0,5330,0.0065,7,10,14943,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,7,0.0065,60.0,0.0,growth_rate,1.0,limit_usage_ratio,0.991,dkim_error_probability,0.0
198.12.123.241,s_cmh6_5940,2026-04-13 10:37:19,25642941,22293,15453,22500,150000,10269,12024,1.1709027169149868,231826,231826,231826,15455.07,0.693,0.991,15,41.98,0,10,0,0,0,0,0,2,0,1,1,1,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,15,1,22293,0.3198666666666667,0.7460410732925682,0.0,0.0,3.9027530246532056e-08,11,10,5271,0.0065,7,8,23174,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,7,0.0065,60.0,0.0,growth_rate,1.0,limit_usage_ratio,0.991,sent_ratio,0.307
198.12.123.253,s_cmh6_5940,2026-04-13 10:37:19,25642941,22292,22292,22500,150000,10269,12023,1.170805336449508,231825,231825,231825,15455.0,1.0,0.991,15,41.98,0,10,0,0,0,0,0,2,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,15,1,22292,0.9334,0.7460345812615362,0.0,0.0,3.9027530246532056e-08,9,1,5325,0.0065,7,8,23521,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,7,0.0065,60.0,0.0,growth_rate,1.0,limit_usage_ratio,0.991,dkim_error_probability,0.0
198.12.123.251,s_cmh6_5940,2026-04-13 10:37:19,25642941,22293,22293,22500,150000,10269,12024,1.1709027169149868,231826,231826,231826,15455.07,1.0,0.991,15,41.98,0,10,0,0,0,0,0,1,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,15,1,22293,1.0000666666666667,0.7460410732925682,0.0,0.0,3.9027530246532056e-08,9,0,5330,0.0065,7,10,14943,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,7,0.0065,60.0,0.0,growth_rate,1.0,limit_usage_ratio,0.991,dkim_error_probability,0.0
198.12.123.227,s_cmh6_5940,2026-04-13 10:37:19,25642941,22293,0,22500,150000,10270,12023,1.1706913339824732,291537,231833,231833,15455.53,0.0,0.991,15,41.98,1,10,0,0,0,0,0,3,0,1,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,25,2,22293,0.39864,0.7210601609746604,0.01,0.01,3.9027530246532056e-08,22,15,5431,-0.0962,15,164,77131,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0962,164.0,0.0,growth_rate,1.0,sent_ratio,1.0,limit_usage_ratio,0.991
198.12.123.245,s_cmh6_5940,2026-04-13 10:37:19,25642941,22293,0,22500,150000,10269,12024,1.1709027169149868,291526,231826,231826,15455.07,0.0,0.991,15,41.98,1,10,0,0,0,0,0,4,0,1,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,25,2,22293,0.48016,0.7216780602192588,0.01,0.01,3.9027530246532056e-08,21,13,5431,-0.0962,15,164,77131,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0962,164.0,0.0,growth_rate,1.0,sent_ratio,1.0,limit_usage_ratio,0.991
198.12.123.247,s_cmh6_5940,2026-04-13 10:37:19,25642941,22293,0,22500,150000,10269,12024,1.1709027169149868,291524,231826,231826,15455.07,0.0,0.991,15,41.98,1,10,0,0,0,0,0,2,0,1,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,25,2,22293,0.53412,0.7216480682606451,0.0,0.0,3.9027530246532056e-08,21,12,5444,-0.0962,14,164,77180,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0962,164.0,0.0,growth_rate,1.0,sent_ratio,1.0,limit_usage_ratio,0.991
198.12.123.243,s_cmh6_5940,2026-04-13 10:37:19,25642941,22293,22293,22500,150000,10269,12024,1.1709027169149868,231826,231826,231826,15455.07,1.0,0.991,15,41.98,0,10,0,0,0,0,0,1,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,15,1,22293,0.7666666666666667,0.7460410732925682,0.0,0.0,3.9027530246532056e-08,9,2,5312,0.0065,7,8,23509,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,7,0.0065,60.0,0.0,growth_rate,1.0,limit_usage_ratio,0.991,dkim_error_probability,0.0
198.12.123.238,s_cmh6_5940,2026-04-13 10:51:23,25643163,23000,0,23000,0,15000,8000,0.5333333333333333,133997,74295,74295,14859.0,0.0,1.0,5,42.13,1,10,0,0,0,0,0,0,0,1,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,15,2,23000,0.7334666666666666,0.559465726978283,0.0,0.0,3.9027530246532056e-08,14,4,5704,-0.0962,15,164,77144,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0962,164.0,0.0,limit_usage_ratio,1.0,sent_ratio,1.0,growth_rate,0.8889
198.12.123.246,s_cmh6_5940,2026-04-13 10:51:23,25643163,23000,23000,23000,0,15000,8000,0.5333333333333333,74294,74294,74294,14858.8,1.0,1.0,5,42.13,0,10,0,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,5,1,23000,1.0,0.26723108992691447,0.0,0.0,3.9027530246532056e-08,4,0,5850,0.0065,8,9,16005,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,8,0.0065,60.0,0.0,limit_usage_ratio,1.0,growth_rate,0.8889,dkim_error_probability,0.0
198.12.123.252,s_cmh6_5940,2026-04-13 10:51:23,25643163,23000,23000,23000,0,15000,8000,0.5333333333333333,74294,74294,74294,14858.8,1.0,1.0,5,42.13,0,10,0,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,5,1,23000,1.0,0.26723108992691447,0.0,0.0,3.9027530246532056e-08,4,0,5850,0.0065,8,9,16005,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,8,0.0065,60.0,0.0,limit_usage_ratio,1.0,growth_rate,0.8889,dkim_error_probability,0.0
198.12.123.244,s_cmh6_5940,2026-04-13 10:51:23,25643163,23000,0,23000,0,15000,8000,0.5333333333333333,133995,74294,74294,14858.8,0.0,1.0,5,42.13,1,10,0,0,0,0,0,1,0,1,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,15,2,23000,0.6668,0.5599979844116514,0.0,0.0,3.9027530246532056e-08,14,5,5701,-0.0962,15,164,77154,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0962,164.0,0.0,limit_usage_ratio,1.0,sent_ratio,1.0,growth_rate,0.8889
198.12.123.240,s_cmh6_5940,2026-04-13 10:51:23,25643163,23000,0,23000,0,15000,8000,0.5333333333333333,133996,74295,74295,14859.0,0.0,1.0,5,42.13,1,10,0,1,0,0,0,1,0,1,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,15,2,23000,0.6668,0.5599771895432412,0.0,0.0,3.9027530246532056e-08,14,5,5701,-0.0962,15,164,77154,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0962,164.0,0.0,limit_usage_ratio,1.0,sent_ratio,1.0,growth_rate,0.8889
198.12.123.254,s_cmh6_5940,2026-04-13 10:51:23,25643163,23000,23000,23000,0,15000,8000,0.5333333333333333,133991,74294,74294,14858.8,1.0,1.0,5,42.13,1,10,0,0,0,0,0,2,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,15,2,23000,0.8496,0.5600315990322247,0.0,0.0,3.9027530246532056e-08,14,2,5699,-0.0661,15,164,77144,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,15,-0.0661,164.0,0.0,limit_usage_ratio,1.0,growth_rate,0.8889,dkim_error_probability,0.0
198.12.123.236,s_cmh6_5940,2026-04-13 10:51:23,25643163,23000,0,23000,0,15000,8000,0.5333333333333333,133998,74295,74295,14859.0,0.0,1.0,5,42.13,1,10,0,0,0,0,0,1,0,1,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,15,2,23000,0.6448666666666667,0.5594657570968664,0.0,0.0,3.9027530246532056e-08,14,5,5706,-0.0962,15,164,77154,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0962,164.0,0.0,limit_usage_ratio,1.0,sent_ratio,1.0,growth_rate,0.8889
198.12.123.250,s_cmh6_5940,2026-04-13 10:51:23,25643163,23000,10999,23000,0,15000,8000,0.5333333333333333,133991,74294,74294,14858.8,0.478,1.0,5,42.13,1,10,0,0,0,0,0,1,0,1,1,1,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,15,2,23000,0.8321333333333333,0.5600315990322247,0.0,0.0,3.9027530246532056e-08,14,2,5704,-0.0661,15,164,77144,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,15,-0.0661,164.0,0.0,limit_usage_ratio,1.0,growth_rate,0.8889,sent_ratio,0.522
198.12.123.248,s_cmh6_5940,2026-04-13 10:51:23,25643163,23000,0,23000,0,15000,8000,0.5333333333333333,133991,74294,74294,14858.8,0.0,1.0,5,42.13,1,10,0,0,0,0,0,1,0,1,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,15,2,23000,0.7353999999999999,0.5600315990322247,0.0,0.0,3.9027530246532056e-08,14,4,5704,-0.0962,15,164,77144,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0962,164.0,0.0,limit_usage_ratio,1.0,sent_ratio,1.0,growth_rate,0.8889
198.12.123.242,s_cmh6_5940,2026-04-13 10:51:23,25643163,23000,23000,23000,0,15000,8000,0.5333333333333333,74294,74294,74294,14858.8,1.0,1.0,5,42.13,0,10,0,0,0,0,0,1,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,5,1,23000,0.7852,0.26723108992691447,0.0,0.0,3.9027530246532056e-08,4,1,5717,0.0065,9,8,24799,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,0.0065,60.0,0.0,limit_usage_ratio,1.0,growth_rate,0.8889,dkim_error_probability,0.0
69.162.64.213,s_cmh11_1388,2026-04-13 18:14:18,25658803,8250,8252,90750,255750,8000,250,0.03125,79319,37700,37700,7540.0,1.0,0.091,5,25.0,1,18,0,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,13,2,8250,1.0,0.04394810481169288,0.0,0.0,3.9027530246532056e-08,0,0,4800,0.0411,7,176,41618,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,7,0.0411,176.0,0.0,limit_usage_ratio,0.091,growth_rate,0.0521,dkim_error_probability,0.0
5.135.75.177,s_cmh8_3656,2026-04-15 00:41:17,25718530,3250,3250,9750,34000,3250,0,0.0,133838,6500,6500,3250.0,1.0,0.333,2,0.0,2,0,2,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,38,4,8330,0.632421052631579,0.26696842076367405,0.01,0.01,3.9027530246532056e-08,19,14,3321,-0.0962,12,174,77164,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,12,-0.0962,174.0,0.0,limit_usage_ratio,0.333,dkim_error_probability,0.0,growth_rate,0.0
5.135.75.178,s_cmh8_3656,2026-04-15 00:55:17,25718854,3125,0,9375,71500,3125,0,0.0,56100,6250,6250,3125.0,0.0,0.333,2,0.0,2,0,2,0,0,0,0,0,0,0,0,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,14,4,7250,0.5495,0.04698605383517064,0.0,0.0,3.9027530246532056e-08,8,6,3225,-0.0962,7,174,78755,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0962,174.0,0.0,sent_ratio,1.0,limit_usage_ratio,0.333,dkim_error_probability,0.0
5.135.75.179,s_cmh8_3656,2026-04-15 01:10:17,25719379,6500,447,19500,109000,6500,0,0.0,116163,13000,13000,6500.0,0.069,0.333,2,37.43,3,1,2,0,0,0,0,0,0,0,0,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,23,4,8900,0.8955217391304346,0.09478915500016115,0.0,0.0,3.9027530246532056e-08,5,3,4017,-0.0411,13,164,76909,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0411,164.0,0.0,sent_ratio,0.931,limit_usage_ratio,0.333,dkim_error_probability,0.0
5.135.75.180,s_cmh8_3656,2026-04-15 01:24:17,25719754,6000,1,18000,141500,3000,3000,1.0,122775,12000,12000,4000.0,0.0,0.333,3,36.0,3,1,2,0,0,0,0,0,0,1,0,1,Dangerous,2,2,Dangerous,0.01,0,3.9027530246532056e-08,0,0.01,0,22,4,12800,0.48740909090909085,0.3589253150927736,0.01,0.01,7.861579707807939e-08,14,11,3491,-0.0962,8,164,75929,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0962,164.0,0.01,growth_rate,1.0,sent_ratio,1.0,limit_usage_ratio,0.333
5.135.75.181,s_cmh8_3656,2026-04-15 10:31:17,25730547,6250,0,6250,241500,6250,0,0.0,171800,18750,18750,6250.0,0.0,1.0,3,533.0,3,10,2,0,0,0,0,0,0,0,1,1,Dangerous,2,2,Dangerous,0.01,0,3.9027530246532056e-08,0,0.01,0,30,4,8650,0.0,0.018954879364044264,0.01,0.01,3.9027530246532056e-08,30,30,4278,-0.0962,7,164,75705,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0962,164.0,0.01,limit_usage_ratio,1.0,sent_ratio,1.0,netblock_error_probability,0.01
23.231.25.49,s_cmh9_5689,2026-04-15 11:48:31,25732668,13000,13000,13000,0,805,12195,15.149068322981366,158342,51020,51020,8503.33,1.0,1.0,6,39.93,2,11,2,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027454685034894e-08,0,0.0,0,24,4,13000,1.0000833333333332,1.1890528731362053,0.0,0.0,3.9027530246532056e-08,6,0,1448,-0.049,9,178,76129,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.049,178.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
23.231.25.57,s_cmh9_5689,2026-04-15 11:48:31,25732668,13000,13000,13000,0,804,12196,15.16915422885572,155337,51018,51018,8503.0,1.0,1.0,6,39.93,2,11,2,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027454685034894e-08,0,0.0,0,23,4,13000,0.9769130434782609,1.24176673469908,0.0,0.0,3.9027530246532056e-08,7,0,1558,-0.024,9,178,76129,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.024,178.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
23.231.25.58,s_cmh9_5689,2026-04-15 11:48:31,25732668,13000,13000,13000,0,804,12196,15.16915422885572,158337,51018,51018,8503.0,1.0,1.0,6,39.93,2,11,2,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027454685034894e-08,0,0.0,0,24,4,13000,1.0000833333333332,1.1900264540866183,0.0,0.0,3.9027530246532056e-08,6,0,1447,-0.049,9,178,76128,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.049,178.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
23.231.25.59,s_cmh9_5689,2026-04-15 11:48:31,25732668,13000,13000,13000,0,804,12196,15.16915422885572,158336,51018,51018,8503.0,1.0,1.0,6,39.93,2,11,2,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027454685034894e-08,0,0.0,0,24,4,13000,1.0000416666666667,1.1900271274146474,0.0,0.0,3.9027530246532056e-08,6,0,1447,-0.049,9,178,76128,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.049,178.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
23.231.25.61,s_cmh9_5689,2026-04-15 11:48:31,25732668,13000,13000,13000,0,804,12196,15.16915422885572,158335,51018,51018,8503.0,1.0,1.0,6,39.93,2,11,2,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027454685034894e-08,0,0.0,0,24,4,13000,1.0000416666666667,1.1899801807103054,0.0,0.0,3.9027530246532056e-08,6,0,1447,-0.049,9,178,76128,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.049,178.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
23.231.25.62,s_cmh9_5689,2026-04-15 11:48:31,25732668,13000,13000,13000,0,804,12196,15.16915422885572,158334,51018,51018,8503.0,1.0,1.0,6,39.93,2,11,2,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027454685034894e-08,0,0.0,0,24,4,13000,1.0000416666666667,1.1899811899256312,0.0,0.0,3.9027530246532056e-08,6,0,1447,-0.049,9,178,76128,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.049,178.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
