ip,server,datetime_gride,campaign_id,sent_per_ip,r_sent_per_ip,limit_per_ip,offset,previous_sent_per_ip,volume_change,growth_rate,cumulative_sent_per_ip,daily_cumulative_sent_per_ip,daily_volume,volume_per_drop,sent_ratio,limit_usage_ratio,drops_per_day,time_gap_min,days_since_launch,hour,day_of_week,error_flag,spf_error,dkim_error,netblock_error,error_count_last_24h,blocked_before,is_high_growth,is_high_pressure,is_low_performance,risk_label,risk_label_encoded,predicted_risk_label_encoded,predicted_risk_label,spf_error_probability,predicted_spf_error,dkim_error_probability,predicted_dkim_error,netblock_error_probability,predicted_netblock_error,total_rows,active_days,max_volume,avg_sent_ratio,avg_growth_rate,max_netblock_probability,max_spf_probability,max_dkim_probability,risky_rows,dangerous_rows,recommended_initial_volume,recommended_growth_rate,recommended_drops_per_day,recommended_time_gap_min,recommended_max_safe_volume,final_decision,severity,main_reason,recommended_action,suggested_drops_per_day,suggested_growth_rate,suggested_time_gap_min,blocking_probability,xai_top_feature_1,xai_top_feature_1_contribution,xai_top_feature_2,xai_top_feature_2_contribution,xai_top_feature_3,xai_top_feature_3_contribution
23.231.25.56,s_cmh9_5689,2026-04-15 11:48:31,25732668,13000,13000,13000,0,804,12196,15.16915422885572,158339,51018,51018,8503.0,1.0,1.0,6,39.93,2,11,2,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027454685034894e-08,0,0.0,0,24,4,13000,1.0000833333333332,1.1898846975966326,0.0,0.0,3.9027530246532056e-08,6,0,1448,-0.049,9,178,76129,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.049,178.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
23.231.25.55,s_cmh9_5689,2026-04-15 11:48:31,25732668,13000,12728,13000,0,804,12196,15.16915422885572,158339,51018,51018,8503.0,0.979,1.0,6,39.93,2,11,2,1,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027454685034894e-08,0,0.0,0,24,4,13000,0.9992083333333334,1.1898846975966326,0.0,0.0,3.9027530246532056e-08,6,0,1448,-0.049,9,178,76129,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.049,178.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,sent_ratio,0.021
23.231.25.54,s_cmh9_5689,2026-04-15 11:48:31,25732668,13000,13000,13000,0,804,12196,15.16915422885572,158340,51019,51019,8503.17,1.0,1.0,6,39.93,2,11,2,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027454685034894e-08,0,0.0,0,24,4,13000,1.000125,1.1898880374076557,0.0,0.0,3.9027530246532056e-08,6,0,1448,-0.049,9,178,76129,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.049,178.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
23.231.25.53,s_cmh9_5689,2026-04-15 11:48:31,25732668,13000,13000,13000,0,804,12196,15.16915422885572,158340,51019,51019,8503.17,1.0,1.0,6,39.93,2,11,2,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027454685034894e-08,0,0.0,0,24,4,13000,1.000125,1.1898880374076557,0.0,0.0,3.9027530246532056e-08,6,0,1448,-0.049,9,178,76129,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.049,178.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
23.231.25.52,s_cmh9_5689,2026-04-15 11:48:31,25732668,13000,13000,13000,0,804,12196,15.16915422885572,158341,51019,51019,8503.17,1.0,1.0,6,39.93,2,11,2,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027454685034894e-08,0,0.0,0,24,4,13000,1.000125,1.1898865807527648,0.0,0.0,3.9027530246532056e-08,6,0,1448,-0.049,9,178,76129,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.049,178.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
23.231.25.47,s_cmh9_5689,2026-04-15 11:48:31,25732668,13000,13000,13000,0,805,12195,15.149068322981366,155342,51020,51020,8503.33,1.0,1.0,6,39.93,2,11,2,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027454685034894e-08,0,0.0,0,23,4,13000,0.9212173913043478,1.2407508241421272,0.01,0.01,3.9027530246532056e-08,7,2,1566,-0.024,8,174,76036,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,8,-0.024,174.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
23.231.25.51,s_cmh9_5689,2026-04-15 11:48:31,25732668,13000,13000,13000,0,805,12195,15.149068322981366,158342,51020,51020,8503.33,1.0,1.0,6,39.93,2,11,2,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027454685034894e-08,0,0.0,0,24,4,13000,1.0000833333333332,1.1890528731362053,0.0,0.0,3.9027530246532056e-08,6,0,1448,-0.049,9,178,76129,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.049,178.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
107.6.171.228,s_cmh2_6101,2026-04-16 00:23:45,25763037,50000,0,50000,0,117044,-67044,-0.5728102252144492,560501,50000,50000,50000.0,0.0,1.0,1,47.48,3,0,3,0,0,0,0,6,0,0,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,30,5,117044,0.5758333333333333,0.6959771846531354,0.0,0.0,3.989953809898281e-08,28,13,5378,-0.0628,8,164,76835,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0628,164.0,0.0,limit_usage_ratio,1.0,sent_ratio,1.0,growth_rate,0.9547
107.6.171.230,s_cmh2_6101,2026-04-16 00:23:45,25763037,50000,9268,50000,0,117043,-67043,-0.5728065753611921,560498,50000,50000,50000.0,0.185,1.0,1,47.48,3,0,3,0,0,0,0,1,0,0,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,30,5,117043,0.8389000000000001,0.6960284447447924,0.0,0.0,3.989953809898281e-08,28,5,5398,-0.0327,9,164,76803,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0327,164.0,0.0,limit_usage_ratio,1.0,growth_rate,0.9547,sent_ratio,0.815
107.6.171.227,s_cmh2_6101,2026-04-16 00:23:45,25763037,50000,0,50000,0,117044,-67044,-0.5728102252144492,560502,50000,50000,50000.0,0.0,1.0,1,47.48,3,0,3,0,0,0,0,8,0,0,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,30,5,117044,0.4529666666666667,0.6959550057465933,0.02,0.02,3.989953809898281e-08,29,17,5376,-0.0628,9,164,76785,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0628,164.0,0.0,limit_usage_ratio,1.0,sent_ratio,1.0,growth_rate,0.9547
173.236.32.78,s_cmh6_6009,2026-04-16 00:33:16,25763320,5700,5700,5700,27000,5500,200,0.0363636363636363,37200,5700,5700,5700.0,1.0,1.0,1,562.92,0,0,3,0,0,0,0,1,0,0,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,7,2,6000,1.0,-0.004329004329004328,0.0,0.0,3.9027530246532056e-08,7,0,4842,0.0,2,0,6,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,2,0.0,60.0,0.0,limit_usage_ratio,1.0,growth_rate,0.0606,dkim_error_probability,0.0
192.227.72.167,s_cmh11_1341,2026-04-16 00:41:51,25763603,20000,19992,40000,120000,0,20000,0.0,20000,20000,20000,20000.0,1.0,0.5,1,0.0,0,0,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,1,1,20000,1.0,0.0,0.0,0.0,3.9027530246532056e-08,0,0,4529,0.0102,7,10,14722,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,7,0.0102,10.0,0.0,limit_usage_ratio,0.5,dkim_error_probability,0.0,growth_rate,0.0
69.162.64.212,s_cmh11_1388,2026-04-16 00:45:28,25763706,20000,263,40000,200000,20000,0,0.0,87819,40000,40000,20000.0,0.013,0.5,2,0.35,3,0,3,0,0,0,0,0,0,0,0,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,11,3,20000,0.9102727272727272,0.22641936336005541,0.0,0.0,3.9027530246532056e-08,2,1,4802,0.0294,7,153,41623,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,0.0294,153.0,0.0,sent_ratio,0.987,limit_usage_ratio,0.5,dkim_error_probability,0.0
89.117.12.45,s_cmh9_5702,2026-04-16 15:51:25,25789045,7000,7000,7000,238000,3000,4000,1.3333333333333333,153604,7000,7000,7000.0,1.0,1.0,1,981.18,2,15,3,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,20,4,17000,1.0,0.11522064199778419,0.0,0.0,3.9027530246532056e-08,17,0,5802,-0.049,9,178,76176,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.049,178.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
89.116.64.220,s_cmh9_5702,2026-04-16 15:51:25,25789045,7000,7001,7000,238000,3000,4000,1.3333333333333333,290252,7000,7000,7000.0,1.0,1.0,1,981.18,2,15,3,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,29,4,21000,0.5877931034482758,0.11663568625090663,0.0,0.0,3.9027530246532056e-08,26,12,5773,-0.0791,8,174,78743,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,8,-0.0791,174.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
89.117.12.14,s_cmh9_5702,2026-04-16 15:51:25,25789045,7000,7000,7000,238000,3000,4000,1.3333333333333333,290251,7000,7000,7000.0,1.0,1.0,1,981.18,2,15,3,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,29,4,21000,0.766448275862069,0.11666026255868668,0.0,0.0,3.9027530246532056e-08,26,7,5787,-0.0791,9,174,76084,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.0791,174.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
89.117.12.18,s_cmh9_5702,2026-04-16 15:51:25,25789045,7000,7000,7000,238000,3000,4000,1.3333333333333333,249250,7000,7000,7000.0,1.0,1.0,1,981.18,2,15,3,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,27,4,19000,0.8148148148148148,0.12467038784879156,0.0,0.0,3.9027530246532056e-08,24,5,5822,-0.049,9,174,76084,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.049,174.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
89.117.12.28,s_cmh9_5702,2026-04-16 15:51:25,25789045,7000,7000,7000,238000,3000,4000,1.3333333333333333,249249,7000,7000,7000.0,1.0,1.0,1,981.18,2,15,3,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,27,4,19000,0.8985925925925926,0.12467412443177421,0.0,0.0,3.9027530246532056e-08,24,3,5824,-0.049,9,174,76084,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.049,174.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
89.117.12.21,s_cmh9_5702,2026-04-16 15:51:25,25789045,7000,7000,7000,238000,3000,4000,1.3333333333333333,153605,7000,7000,7000.0,1.0,1.0,1,981.18,2,15,3,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,20,4,17000,0.9107,0.11521559761075761,0.0,0.0,3.9027530246532056e-08,17,2,5818,-0.049,9,174,76084,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.049,174.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
89.117.12.48,s_cmh9_5702,2026-04-16 15:51:25,25789045,7000,7000,7000,238000,3000,4000,1.3333333333333333,163604,7000,7000,7000.0,1.0,1.0,1,981.18,2,15,3,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,21,4,17000,1.0,0.10678836652850195,0.0,0.0,3.9027530246532056e-08,18,0,5802,-0.049,9,178,76176,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.049,178.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
89.116.64.240,s_cmh9_5702,2026-04-16 15:51:25,25789045,7000,7001,7000,238000,3000,4000,1.3333333333333333,290252,7000,7000,7000.0,1.0,1.0,1,981.18,2,15,3,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,29,4,21000,0.7044482758620689,0.11663568625090663,0.0,0.0,3.9027530246532056e-08,26,8,5786,-0.0791,9,174,76084,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.0791,174.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
89.117.12.26,s_cmh9_5702,2026-04-16 15:51:25,25789045,7000,7000,7000,238000,3000,4000,1.3333333333333333,180604,7000,7000,7000.0,1.0,1.0,1,981.18,2,15,3,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,22,4,17000,0.9545454545454546,0.1039687851298235,0.0,0.0,3.9027530246532056e-08,19,1,5773,-0.049,10,178,76176,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,10,-0.049,178.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
89.117.12.8,s_cmh9_5702,2026-04-16 15:51:25,25789045,7000,7001,7000,238000,3000,4000,1.3333333333333333,157606,7000,7000,7000.0,1.0,1.0,1,981.18,2,15,3,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,20,4,17000,0.7058500000000001,0.11561286239737696,0.0,0.0,3.9027530246532056e-08,18,6,5813,-0.0791,9,174,76084,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.0791,174.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
89.117.12.9,s_cmh9_5702,2026-04-16 15:51:25,25789045,7000,7000,7000,238000,3000,4000,1.3333333333333333,168605,7000,7000,7000.0,1.0,1.0,1,981.18,2,15,3,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,21,4,17000,0.7827142857142858,0.10927562584244489,0.0,0.0,3.9027530246532056e-08,19,4,5822,-0.0791,9,174,76084,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.0791,174.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
89.116.64.219,s_cmh9_5702,2026-04-16 15:51:25,25789045,7000,7001,7000,238000,3000,4000,1.3333333333333333,290253,7000,7000,7000.0,1.0,1.0,1,981.18,2,15,3,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,29,4,21000,0.5458275862068965,0.11663183302951356,0.0,0.0,3.9027530246532056e-08,26,12,5772,-0.0791,8,174,78743,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,8,-0.0791,174.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
23.19.114.9,s_cmh2_6121,2026-04-16 16:07:13,25789721,6000,0,6000,60000,3000,3000,1.0,76154,6000,6000,6000.0,0.0,1.0,1,996.77,3,16,3,1,1,0,0,0,0,1,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,22,5,6000,0.8439999999999999,0.07726318503421913,0.01,0.01,3.9027530246532056e-08,22,3,3232,-0.0661,4,164,76022,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0661,164.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,sent_ratio,1.0
23.82.139.242,s_cmh2_6121,2026-04-16 16:31:18,25790606,6000,20,6000,105000,6000,0,0.0,90184,12000,12000,6000.0,0.003,1.0,2,24.08,3,16,3,1,1,0,0,1,0,0,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,25,5,6000,0.81648,0.06803120199994911,0.01,0.01,3.9027530246532056e-08,25,4,3221,-0.0661,4,164,76022,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0661,164.0,0.0,limit_usage_ratio,1.0,sent_ratio,0.997,dkim_error_probability,0.0
51.68.222.162,s_cmh2_6145,2026-04-16 16:36:21,25790945,7500,3509,7500,111000,7500,0,0.0,135652,22500,22500,7500.0,0.468,1.0,3,23.68,3,16,3,0,0,0,0,0,1,0,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,27,5,7500,0.806962962962963,0.6273340946586599,0.74,0.74,1.0,27,8,3320,-0.0962,4,164,76022,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0962,164.0,0.0,limit_usage_ratio,1.0,sent_ratio,0.532,dkim_error_probability,0.0
51.75.164.228,s_cmh2_6145,2026-04-16 16:36:21,25790945,7500,7500,7500,111000,7500,0,0.0,135651,22500,22500,7500.0,1.0,1.0,3,23.68,3,16,3,0,0,0,0,0,0,0,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,27,5,7500,0.9238518518518518,0.6281784042808446,0.07,0.07,3.989953809898281e-08,27,2,3299,-0.0661,4,164,76022,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,4,-0.0661,164.0,0.0,limit_usage_ratio,1.0,dkim_error_probability,0.0,growth_rate,0.0
91.223.3.204,s_cmh9_5687,2026-04-16 16:48:41,25791393,3257,3258,17000,322000,13000,-9743,-0.7494615384615385,234161,3257,3257,3257.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9706470588235295,0.7101351518885278,0.0,0.0,3.989953809898281e-08,13,1,3212,-0.0661,14,168,76114,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,14,-0.0661,168.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
91.223.3.150,s_cmh9_5687,2026-04-16 16:48:41,25791393,3258,3259,17000,322000,13000,-9742,-0.7493846153846154,234167,3258,3258,3258.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9073235294117648,0.7097095581021042,0.0,0.0,3.989953809898281e-08,13,3,3218,-0.0661,14,164,76022,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,14,-0.0661,164.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
91.223.3.195,s_cmh9_5687,2026-04-16 16:48:41,25791393,3258,3258,17000,322000,13000,-9742,-0.7493846153846154,234164,3258,3258,3258.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,1,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9096470588235295,0.7097244446272303,0.0,0.0,3.989953809898281e-08,13,3,3218,-0.0661,14,164,76022,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,14,-0.0661,164.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
91.223.3.197,s_cmh9_5687,2026-04-16 16:48:41,25791393,3258,3258,17000,322000,13000,-9742,-0.7493846153846154,234163,3258,3258,3258.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9117941176470589,0.7097233567039954,0.0,0.0,3.989953809898281e-08,13,3,3218,-0.0661,14,164,76022,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,14,-0.0661,164.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
