FK_ID,Date,ID,Sent,R.Sent,Bounce,Total,Data.Interval,Server,Status,Offset,Limit,Server_Tab,Ips
"25597714","04/12 (02:14:09)","134565572","3180","3182","0","3180","(172790 to 175970)","s_cmh8_3583","completed","169610","9540","s_cmh8_3583",",,142.147.96.123,,,"
"25597714","04/12 (02:14:09)","134565573","3180","3182","0","3180","(175970 to 179150)","s_cmh8_3617","completed","169610","9540","s_cmh8_3617",",,138.226.244.74,,,"
"25597714","04/12 (02:14:09)","134565574","3180","3182","0","3180","(169610 to 172790)","s_cmh8_3656","completed","169610","9540","s_cmh8_3656",",,5.135.75.177,,,"
"25597665","04/12 (02:12:11)","134565478","24916","24921","0","24916","(348060 to 372976)","s_cmh15_654","completed","348060","91515","s_cmh15_654",",,194.54.185.171,,194.54.185.172,,194.54.185.173,,194.54.185.177,,194.54.185.178,,194.54.185.179,,194.54.185.180,,194.54.185.181,,194.54.185.182,,194.54.185.183,,194.54.185.184,,194.54.185.185,,194.54.185.187,,194.54.185.188,,194.54.185.189,,,"
"25597557","04/12 (02:08:10)","134565337","4300","4301","0","4300","(165310 to 169610)","s_cmh8_3617","completed","165310","4300","s_cmh8_3617",",,138.226.244.76,,,"
"25597449","04/12 (02:03:11)","134565155","168000","168005","0","168000","(0 to 168000)","s_cmh9_5698","completed","0","168000","s_cmh9_5698",",,144.31.117.11,,144.31.117.98,,144.31.117.123,,144.31.117.149,,144.31.138.131,,144.31.139.61,,144.31.139.217,,,"
"25597394","04/12 (02:02:09)","134565077","4200","0","0","4200","(161110 to 165310)","s_cmh8_3656","completed","161110","4200","s_cmh8_3656",",,5.135.75.181,,,"
"25597333","04/12 (01:56:10)","134564986","2980","1","0","2980","(158130 to 161110)","s_cmh8_3617","completed","158130","2980","s_cmh8_3617",",,138.226.244.75,,,"
"25597248","04/12 (01:48:11)","134564856","13000","13009","0","13000","(216750 to 229750)","s_cmh6_5940","completed","216750","13000","s_cmh6_5940",",,198.12.123.227,,198.12.123.228,,198.12.123.229,,198.12.123.230,,198.12.123.234,,198.12.123.235,,198.12.123.236,,198.12.123.237,,198.12.123.238,,198.12.123.239,,198.12.123.240,,198.12.123.244,,198.12.123.245,,198.12.123.247,,198.12.123.248,,198.12.123.250,,198.12.123.254,,,"
"25597247","04/12 (01:48:09)","134564853","1166","1166","0","1166","(155796 to 156962)","s_cmh8_3583","completed","154630","3500","s_cmh8_3583",",,142.147.96.123,,,"
"25597247","04/12 (01:48:09)","134564854","1168","1170","0","1168","(156962 to 158130)","s_cmh8_3617","completed","154630","3500","s_cmh8_3617",",,138.226.244.74,,,"
"25597247","04/12 (01:48:09)","134564855","1166","1166","0","1166","(154630 to 155796)","s_cmh8_3656","completed","154630","3500","s_cmh8_3656",",,5.135.75.177,,,"
"25597223","04/12 (01:47:11)","134564821","88515","83809","0","88515","(259545 to 348060)","s_cmh15_654","completed","259545","88515","s_cmh15_654",",,194.54.185.171,,194.54.185.172,,194.54.185.173,,194.54.185.177,,194.54.185.178,,194.54.185.179,,194.54.185.180,,194.54.185.181,,194.54.185.182,,194.54.185.183,,194.54.185.184,,194.54.185.185,,194.54.185.187,,194.54.185.188,,194.54.185.189,,,"
"25597200","04/12 (01:44:10)","134564793","3160","3161","0","3160","(145150 to 148310)","s_cmh8_3583","completed","145150","9480","s_cmh8_3583",",,142.147.96.123,,,"
"25597200","04/12 (01:44:10)","134564794","3160","3162","0","3160","(151470 to 154630)","s_cmh8_3617","completed","145150","9480","s_cmh8_3617",",,138.226.244.74,,,"
"25597200","04/12 (01:44:10)","134564795","3160","3162","0","3160","(148310 to 151470)","s_cmh8_3656","completed","145150","9480","s_cmh8_3656",",,5.135.75.177,,,"
"25597097","04/12 (01:38:09)","134564653","4200","4204","0","4200","(140950 to 145150)","s_cmh8_3617","completed","140950","4200","s_cmh8_3617",",,138.226.244.76,,,"
"25596825","04/12 (01:32:09)","134564258","4100","0","0","4100","(136850 to 140950)","s_cmh8_3656","completed","136850","4100","s_cmh8_3656",",,5.135.75.181,,,"
"25596761","04/12 (01:28:10)","134564160","31976","31986","0","31976","(341000 to 372976)","s_cmh9_5698","completed","341000","168000","s_cmh9_5698",",,144.31.117.11,,144.31.117.98,,144.31.117.123,,144.31.117.149,,144.31.138.131,,144.31.139.61,,144.31.139.217,,,"
"25596709","04/12 (01:23:10)","134564094","1465","36","0","1465","(135385 to 136850)","s_cmh8_3617","completed","133920","2930","s_cmh8_3617",",,138.226.244.77,,,"
"25596709","04/12 (01:23:10)","134564095","1465","2","0","1465","(133920 to 135385)","s_cmh8_3656","completed","133920","2930","s_cmh8_3656",",,5.135.75.180,,,"
"25596693","04/12 (01:22:11)","134564073","10200","10204","0","10200","(65000 to 75200)","s_cmh11_1341","completed","65000","66300","s_cmh11_1341",",,192.227.72.165,,192.227.72.168,,,"
"25596693","04/12 (01:22:11)","134564074","20400","20408","0","20400","(90500 to 110900)","s_cmh11_1343","completed","65000","66300","s_cmh11_1343",",,51.254.12.38,,51.254.12.39,,51.254.12.40,,51.254.12.41,,,"
"25596693","04/12 (01:22:11)","134564075","20400","20408","0","20400","(110900 to 131300)","s_cmh11_1372","completed","65000","66300","s_cmh11_1372",",,135.125.140.36,,135.125.140.51,,135.125.140.52,,217.182.198.9,,,"
"25596693","04/12 (01:22:11)","134564076","15300","15306","0","15300","(75200 to 90500)","s_cmh11_1388","completed","65000","66300","s_cmh11_1388",",,69.162.64.210,,69.162.64.212,,69.162.64.213,,,"
"25596692","04/12 (01:22:10)","134564072","88515","84690","0","88515","(171030 to 259545)","s_cmh15_654","completed","171030","88515","s_cmh15_654",",,194.54.185.171,,194.54.185.172,,194.54.185.173,,194.54.185.177,,194.54.185.178,,194.54.185.179,,194.54.185.180,,194.54.185.181,,194.54.185.182,,194.54.185.183,,194.54.185.184,,194.54.185.185,,194.54.185.187,,194.54.185.188,,194.54.185.189,,,"
"25596666","04/12 (01:20:10)","134564039","3450","3452","0","3450","(130470 to 133920)","s_cmh8_3617","completed","127020","6900","s_cmh8_3617",",,138.226.244.77,,,"
"25596666","04/12 (01:20:10)","134564040","3450","3451","0","3450","(127020 to 130470)","s_cmh8_3656","completed","127020","6900","s_cmh8_3656",",,5.135.75.180,,,"
"25596594","04/12 (01:16:12)","134563931","216750","173653","0","216750","(0 to 216750)","s_cmh6_5940","completed","0","216750","s_cmh6_5940",",,198.12.123.227,,198.12.123.228,,198.12.123.229,,198.12.123.230,,198.12.123.234,,198.12.123.235,,198.12.123.236,,198.12.123.237,,198.12.123.238,,198.12.123.239,,198.12.123.240,,198.12.123.244,,198.12.123.245,,198.12.123.247,,198.12.123.248,,198.12.123.250,,198.12.123.254,,,"
"25596569","04/12 (01:14:09)","134563893","3140","3142","0","3140","(120740 to 123880)","s_cmh8_3583","completed","117600","9420","s_cmh8_3583",",,142.147.96.123,,,"
"25596569","04/12 (01:14:09)","134563894","3140","3141","0","3140","(123880 to 127020)","s_cmh8_3617","completed","117600","9420","s_cmh8_3617",",,138.226.244.74,,,"
"25596569","04/12 (01:14:09)","134563895","3140","3142","0","3140","(117600 to 120740)","s_cmh8_3656","completed","117600","9420","s_cmh8_3656",",,5.135.75.177,,,"
"25596407","04/12 (01:08:10)","134563668","4100","873","0","4100","(113500 to 117600)","s_cmh8_3583","completed","105300","12300","s_cmh8_3583",",,142.147.96.125,,,"
"25596407","04/12 (01:08:10)","134563669","4100","4104","0","4100","(109400 to 113500)","s_cmh8_3617","completed","105300","12300","s_cmh8_3617",",,138.226.244.76,,,"
"25596407","04/12 (01:08:10)","134563670","4100","1354","0","4100","(105300 to 109400)","s_cmh8_3656","completed","105300","12300","s_cmh8_3656",",,5.135.75.179,,,"
"25596183","04/12 (01:02:10)","134563319","4000","0","0","4000","(101300 to 105300)","s_cmh8_3656","completed","101300","4000","s_cmh8_3656",",,5.135.75.181,,,"
"25596100","04/12 (00:57:12)","134563194","10000","10004","0","10000","(55000 to 65000)","s_cmh11_1341","completed","0","65000","s_cmh11_1341",",,192.227.72.165,,192.227.72.168,,,"
"25596100","04/12 (00:57:12)","134563195","20000","20008","0","20000","(15000 to 35000)","s_cmh11_1343","completed","0","65000","s_cmh11_1343",",,51.254.12.38,,51.254.12.39,,51.254.12.40,,51.254.12.41,,,"
"25596100","04/12 (00:57:12)","134563196","20000","20005","0","20000","(35000 to 55000)","s_cmh11_1372","completed","0","65000","s_cmh11_1372",",,135.125.140.36,,135.125.140.51,,135.125.140.52,,217.182.198.9,,,"
"25596100","04/12 (00:57:12)","134563197","15000","15006","0","15000","(0 to 15000)","s_cmh11_1388","completed","0","65000","s_cmh11_1388",",,69.162.64.210,,69.162.64.212,,69.162.64.213,,,"
"25596099","04/12 (00:57:12)","134563193","85515","83812","0","85515","(85515 to 171030)","s_cmh15_654","completed","85515","85515","s_cmh15_654",",,194.54.185.171,,194.54.185.172,,194.54.185.173,,194.54.185.177,,194.54.185.178,,194.54.185.179,,194.54.185.180,,194.54.185.181,,194.54.185.182,,194.54.185.183,,194.54.185.184,,194.54.185.185,,194.54.185.187,,194.54.185.188,,194.54.185.189,,,"
"25596089","04/12 (00:56:09)","134563178","2880","1321","0","2880","(98420 to 101300)","s_cmh8_3656","completed","98420","2880","s_cmh8_3656",",,5.135.75.178,,,"
"25596058","04/12 (00:53:10)","134563138","168000","167997","0","168000","(173000 to 341000)","s_cmh9_5698","completed","173000","168000","s_cmh9_5698",",,144.31.117.11,,144.31.117.98,,144.31.117.123,,144.31.117.149,,144.31.138.131,,144.31.139.61,,144.31.139.217,,,"
"25596013","04/12 (00:50:09)","134563068","3400","3402","0","3400","(91620 to 95020)","s_cmh8_3617","completed","91620","6800","s_cmh8_3617",",,138.226.244.77,,,"
"25596013","04/12 (00:50:09)","134563069","3400","3402","0","3400","(95020 to 98420)","s_cmh8_3656","completed","91620","6800","s_cmh8_3656",",,5.135.75.180,,,"
"25595907","04/12 (00:44:10)","134562923","3120","3121","0","3120","(82260 to 85380)","s_cmh8_3583","completed","82260","9360","s_cmh8_3583",",,142.147.96.123,,,"
"25595907","04/12 (00:44:10)","134562924","3120","3122","0","3120","(88500 to 91620)","s_cmh8_3617","completed","82260","9360","s_cmh8_3617",",,138.226.244.74,,,"
"25595907","04/12 (00:44:10)","134562925","3120","3122","0","3120","(85380 to 88500)","s_cmh8_3656","completed","82260","9360","s_cmh8_3656",",,5.135.75.177,,,"
"25595838","04/12 (00:38:13)","134562838","164726","164723","0","164726","(208250 to 372976)","s_cmh6_5940","completed","208250","212500","s_cmh6_5940",",,198.12.123.227,,198.12.123.228,,198.12.123.229,,198.12.123.230,,198.12.123.234,,198.12.123.235,,198.12.123.236,,198.12.123.237,,198.12.123.238,,198.12.123.239,,198.12.123.240,,198.12.123.244,,198.12.123.245,,198.12.123.247,,198.12.123.248,,198.12.123.250,,198.12.123.254,,,"
"25595836","04/12 (00:38:09)","134562833","4000","4004","0","4000","(74260 to 78260)","s_cmh8_3583","completed","70260","12000","s_cmh8_3583",",,142.147.96.125,,,"
"25595836","04/12 (00:38:09)","134562834","4000","4004","0","4000","(70260 to 74260)","s_cmh8_3617","completed","70260","12000","s_cmh8_3617",",,138.226.244.76,,,"
"25595836","04/12 (00:38:09)","134562835","4000","4004","0","4000","(78260 to 82260)","s_cmh8_3656","completed","70260","12000","s_cmh8_3656",",,5.135.75.179,,,"
"25595506","04/12 (00:31:37)","134562379","3900","0","0","3900","(66360 to 70260)","s_cmh8_3656","completed","66360","3900","s_cmh8_3656",",,5.135.75.181,,,"
"25595495","04/12 (00:31:08)","134562365","85515","85517","0","85515","(85515 to 171030)","s_cmh15_654","completed","85515","85515","s_cmh15_654",",,194.54.185.171,,194.54.185.172,,194.54.185.173,,194.54.185.177,,194.54.185.178,,194.54.185.179,,194.54.185.180,,194.54.185.181,,194.54.185.182,,194.54.185.183,,194.54.185.184,,194.54.185.185,,194.54.185.187,,194.54.185.188,,194.54.185.189,,,"
"25595491","04/12 (00:30:56)","134562356","9442","9445","0","9442","(311600 to 321042)","s_cmh11_1341","completed","311600","63700","s_cmh11_1341",",,192.227.72.165,,192.227.72.168,,,"
"25595491","04/12 (00:30:56)","134562357","18887","18894","0","18887","(354089 to 372976)","s_cmh11_1343","completed","311600","63700","s_cmh11_1343",",,51.254.12.38,,51.254.12.39,,51.254.12.40,,51.254.12.41,,,"
"25595491","04/12 (00:30:56)","134562358","18884","18892","0","18884","(335205 to 354089)","s_cmh11_1372","completed","311600","63700","s_cmh11_1372",",,135.125.140.36,,135.125.140.51,,135.125.140.52,,217.182.198.9,,,"
"25595491","04/12 (00:30:56)","134562359","14163","14168","0","14163","(321042 to 335205)","s_cmh11_1388","completed","311600","63700","s_cmh11_1388",",,69.162.64.210,,69.162.64.212,,69.162.64.213,,,"
"25595404","04/12 (00:26:10)","134562227","2830","3","0","2830","(63530 to 66360)","s_cmh8_3617","completed","60700","5660","s_cmh8_3617",",,138.226.244.75,,,"
"25595404","04/12 (00:26:10)","134562228","2830","2834","0","2830","(60700 to 63530)","s_cmh8_3656","completed","60700","5660","s_cmh8_3656",",,5.135.75.178,,,"
"25595300","04/12 (00:20:11)","134562058","3350","3352","0","3350","(57350 to 60700)","s_cmh8_3617","completed","54000","6700","s_cmh8_3617",",,138.226.244.77,,,"
"25595300","04/12 (00:20:11)","134562059","3350","3352","0","3350","(54000 to 57350)","s_cmh8_3656","completed","54000","6700","s_cmh8_3656",",,5.135.75.180,,,"
"25595271","04/12 (00:18:13)","134562020","168000","167939","0","168000","(5000 to 173000)","s_cmh9_5698","completed","5000","168000","s_cmh9_5698",",,144.31.117.11,,144.31.117.98,,144.31.117.123,,144.31.117.149,,144.31.138.131,,144.31.139.61,,144.31.139.217,,,"
"25595182","04/12 (00:14:10)","134561890","3100","3101","0","3100","(47800 to 50900)","s_cmh8_3583","completed","44700","9300","s_cmh8_3583",",,142.147.96.123,,,"
"25595182","04/12 (00:14:10)","134561891","3100","3102","0","3100","(50900 to 54000)","s_cmh8_3617","completed","44700","9300","s_cmh8_3617",",,138.226.244.74,,,"
"25595182","04/12 (00:14:10)","134561892","3100","3101","0","3100","(44700 to 47800)","s_cmh8_3656","completed","44700","9300","s_cmh8_3656",",,5.135.75.177,,,"
"25594913","04/12 (00:05:20)","134561476","3900","3903","0","3900","(40800 to 44700)","s_cmh8_3583","completed","33000","11700","s_cmh8_3583",",,142.147.96.125,,,"
"25594913","04/12 (00:05:20)","134561477","3900","3904","0","3900","(33000 to 36900)","s_cmh8_3617","completed","33000","11700","s_cmh8_3617",",,138.226.244.76,,,"
"25594913","04/12 (00:05:20)","134561478","3900","3904","0","3900","(36900 to 40800)","s_cmh8_3656","completed","33000","11700","s_cmh8_3656",",,5.135.75.179,,,"
"25594853","04/12 (00:04:22)","134561399","9600","9603","0","9600","(249200 to 258800)","s_cmh11_1341","completed","249200","62400","s_cmh11_1341",",,192.227.72.165,,192.227.72.168,,,"
"25594853","04/12 (00:04:22)","134561400","19200","19205","0","19200","(292400 to 311600)","s_cmh11_1343","completed","249200","62400","s_cmh11_1343",",,51.254.12.38,,51.254.12.39,,51.254.12.40,,51.254.12.41,,,"
"25594853","04/12 (00:04:22)","134561401","19200","19207","0","19200","(258800 to 278000)","s_cmh11_1372","completed","249200","62400","s_cmh11_1372",",,135.125.140.36,,135.125.140.51,,135.125.140.52,,217.182.198.9,,,"
"25594853","04/12 (00:04:22)","134561402","14400","14405","0","14400","(278000 to 292400)","s_cmh11_1388","completed","249200","62400","s_cmh11_1388",",,69.162.64.210,,69.162.64.212,,69.162.64.213,,,"
"25594757","04/12 (00:03:21)","134561269","208250","208248","0","208250","(0 to 208250)","s_cmh6_5940","completed","0","208250","s_cmh6_5940",",,198.12.123.227,,198.12.123.228,,198.12.123.229,,198.12.123.230,,198.12.123.234,,198.12.123.235,,198.12.123.236,,198.12.123.237,,198.12.123.238,,198.12.123.239,,198.12.123.240,,198.12.123.244,,198.12.123.245,,198.12.123.247,,198.12.123.248,,198.12.123.250,,198.12.123.254,,,"
"25674252","04/13 (23:59:18)","134674944","49500","0","0","49500","(260712 to 310212)","s_cmh2_6101","completed","260712","49500","s_cmh2_6101",",,107.6.171.227,,107.6.171.228,,107.6.171.230,,,"
"25673847","04/13 (23:39:18)","134674320","5766","5772","0","5766","(110838 to 116604)","s_cmh2_6127","completed","110838","5766","s_cmh2_6127",",,51.161.79.217,,,"
"25673618","04/13 (23:34:17)","134673974","8998","9004","0","8998","(101840 to 110838)","s_cmh2_6145","completed","101840","8998","s_cmh2_6145",",,51.68.222.162,,51.75.164.228,,,"
"25673219","04/13 (23:27:17)","134673445","7732","7738","0","7732","(94108 to 101840)","s_cmh2_6121","completed","94108","7732","s_cmh2_6121",",,23.19.114.9,,23.82.139.242,,,"
"25673186","04/13 (23:24:17)","134673390","47100","47101","0","47100","(213612 to 260712)","s_cmh2_6101","completed","213612","47100","s_cmh2_6101",",,107.6.171.227,,107.6.171.228,,107.6.171.230,,,"
"25672632","04/13 (23:06:17)","134672613","5433","5439","0","5433","(88675 to 94108)","s_cmh2_6127","completed","88675","5433","s_cmh2_6127",",,51.161.79.217,,,"
"25672429","04/13 (22:59:17)","134672305","8332","8338","0","8332","(80343 to 88675)","s_cmh2_6145","completed","80343","8332","s_cmh2_6145",",,51.68.222.162,,51.75.164.228,,,"
"25672224","04/13 (22:52:17)","134672036","7066","7072","0","7066","(73277 to 80343)","s_cmh2_6121","completed","73277","7066","s_cmh2_6121",",,23.19.114.9,,23.82.139.242,,,"
"25672148","04/13 (22:49:17)","134671912","46500","46497","0","46500","(167112 to 213612)","s_cmh2_6101","completed","167112","46500","s_cmh2_6101",",,107.6.171.227,,107.6.171.228,,107.6.171.230,,,"
"25671380","04/13 (22:31:17)","134670762","5433","5439","0","5433","(67844 to 73277)","s_cmh2_6127","completed","67844","5433","s_cmh2_6127",",,51.161.79.217,,,"
"25671116","04/13 (22:24:17)","134670419","7666","7672","0","7666","(60178 to 67844)","s_cmh2_6145","completed","60178","7666","s_cmh2_6145",",,51.68.222.162,,51.75.164.228,,,"
"25670858","04/13 (22:17:17)","134670105","7066","7072","0","7066","(53112 to 60178)","s_cmh2_6121","completed","53112","7066","s_cmh2_6121",",,23.19.114.9,,23.82.139.242,,,"
"25670750","04/13 (22:14:17)","134669941","45900","45901","0","45900","(121212 to 167112)","s_cmh2_6101","completed","121212","45900","s_cmh2_6101",",,107.6.171.227,,107.6.171.228,,107.6.171.230,,,"
"25669859","04/13 (21:54:53)","134668731","10200","9389","0","10200","(42912 to 53112)","s_cmh2_6127","completed","42912","10200","s_cmh2_6127",",,51.161.79.217,,158.69.54.111,,,"
"25669725","04/13 (21:49:17)","134668535","7000","7003","0","7000","(35912 to 42912)","s_cmh2_6145","completed","35912","7000","s_cmh2_6145",",,51.68.222.162,,51.75.164.228,,,"
"25669552","04/13 (21:42:17)","134668290","6400","6405","0","6400","(29512 to 35912)","s_cmh2_6121","completed","29512","6400","s_cmh2_6121",",,23.19.114.9,,23.82.139.242,,,"
"25669478","04/13 (21:39:17)","134668195","45300","45306","0","45300","(75912 to 121212)","s_cmh2_6101","completed","75912","45300","s_cmh2_6101",",,107.6.171.227,,107.6.171.228,,107.6.171.230,,,"
"25668537","04/13 (21:19:18)","134666835","10200","10206","0","10200","(19312 to 29512)","s_cmh2_6127","completed","19312","10200","s_cmh2_6127",",,51.161.79.217,,158.69.54.111,,,"
"25668323","04/13 (21:14:17)","134666547","6500","6506","0","6500","(12812 to 19312)","s_cmh2_6145","completed","12812","6500","s_cmh2_6145",",,51.68.222.162,,51.75.164.228,,,"
"25667938","04/13 (21:07:17)","134666055","6400","6405","0","6400","(6412 to 12812)","s_cmh2_6121","completed","6412","6400","s_cmh2_6121",",,23.19.114.9,,23.82.139.242,,,"
"25667759","04/13 (21:03:00)","134665833","69500","46550","0","69500","(6412 to 75912)","s_cmh2_6101","completed","6412","69500","s_cmh2_6101",",,107.6.171.226,,107.6.171.227,,107.6.171.228,,107.6.171.229,,107.6.171.230,,,"
"25666548","04/13 (20:23:12)","134664129","5700","0","0","5700","(140280 to 145980)","s_cmh8_3656","completed","140280","5700","s_cmh8_3656",",,5.135.75.181,,,"
"25666239","04/13 (20:17:08)","134663753","1244","1248","0","1244","(139036 to 140280)","s_cmh8_3583","completed","136550","3730","s_cmh8_3583",",,142.147.96.123,,,"
"25666239","04/13 (20:17:08)","134663754","1243","1245","0","1243","(137793 to 139036)","s_cmh8_3617","completed","136550","3730","s_cmh8_3617",",,138.226.244.74,,,"
"25666239","04/13 (20:17:08)","134663755","1243","0","0","1243","(136550 to 137793)","s_cmh8_3656","completed","136550","3730","s_cmh8_3656",",,5.135.75.177,,,"
"25666055","04/13 (20:11:07)","134663512","1416","1416","0","1416","(133716 to 135132)","s_cmh8_3583","completed","132300","4250","s_cmh8_3583",",,142.147.96.123,,,"
"25666055","04/13 (20:11:07)","134663513","1416","1416","0","1416","(132300 to 133716)","s_cmh8_3617","completed","132300","4250","s_cmh8_3617",",,138.226.244.74,,,"
"25666055","04/13 (20:11:07)","134663514","1418","0","0","1418","(135132 to 136550)","s_cmh8_3656","completed","132300","4250","s_cmh8_3656",",,5.135.75.177,,,"
"25665730","04/13 (20:05:12)","134663132","3460","3461","0","3460","(121920 to 125380)","s_cmh8_3583","completed","121920","10380","s_cmh8_3583",",,142.147.96.123,,,"
"25665730","04/13 (20:05:12)","134663133","3460","3462","0","3460","(128840 to 132300)","s_cmh8_3617","completed","121920","10380","s_cmh8_3617",",,138.226.244.74,,,"
