scenario,day,daily_volume,drops_per_day,volume_per_drop,cumulative_volume,target_cumulative_volume,remaining_to_target,limit,limit_usage_ratio,growth_rate,time_gap_min,sent_ratio,risk_probability,spf_error_probability,dkim_error_probability,netblock_error_probability,error_probability,risk_zone,predicted_risk_zone,risk_probability_ratelimit,risk_probability_dangerous,risk_probability_netblock,error_probability_spf,error_probability_dkim,decision,severity,main_reason,recommendation,recommendation_text
safe_strategy,15,1388,5,277.6,15126,1000000,984874.0,12000,0.1157,0.05,90,0.98,0.05,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario safe_strategy - Day 15: daily volume = 1,388, cumulative volume = 15,126. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
safe_strategy,16,1457,5,291.4,16583,1000000,983417.0,12000,0.1214,0.05,90,0.98,0.05,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario safe_strategy - Day 16: daily volume = 1,457, cumulative volume = 16,583. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
safe_strategy,17,1530,5,306.0,18113,1000000,981887.0,12000,0.1275,0.05,90,0.98,0.05,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario safe_strategy - Day 17: daily volume = 1,530, cumulative volume = 18,113. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
safe_strategy,18,1606,5,321.2,19719,1000000,980281.0,12000,0.1338,0.05,90,0.98,0.05,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario safe_strategy - Day 18: daily volume = 1,606, cumulative volume = 19,719. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
safe_strategy,19,1686,5,337.2,21405,1000000,978595.0,12000,0.1405,0.05,90,0.98,0.05,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario safe_strategy - Day 19: daily volume = 1,686, cumulative volume = 21,405. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
safe_strategy,20,1770,5,354.0,23175,1000000,976825.0,12000,0.1475,0.05,90,0.98,0.05,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario safe_strategy - Day 20: daily volume = 1,770, cumulative volume = 23,175. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
safe_strategy,21,1858,5,371.6,25033,1000000,974967.0,12000,0.1548,0.05,90,0.98,0.05,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario safe_strategy - Day 21: daily volume = 1,858, cumulative volume = 25,033. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
safe_strategy,22,1951,5,390.2,26984,1000000,973016.0,12000,0.1626,0.05,90,0.98,0.05,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario safe_strategy - Day 22: daily volume = 1,951, cumulative volume = 26,984. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
safe_strategy,23,2049,5,409.8,29033,1000000,970967.0,12000,0.1708,0.05,90,0.98,0.05,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario safe_strategy - Day 23: daily volume = 2,049, cumulative volume = 29,033. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
safe_strategy,24,2151,5,430.2,31184,1000000,968816.0,12000,0.1792,0.05,90,0.98,0.05,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario safe_strategy - Day 24: daily volume = 2,151, cumulative volume = 31,184. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
safe_strategy,25,2259,5,451.8,33443,1000000,966557.0,12000,0.1883,0.05,90,0.98,0.05,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario safe_strategy - Day 25: daily volume = 2,259, cumulative volume = 33,443. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
safe_strategy,26,2372,5,474.4,35815,1000000,964185.0,12000,0.1977,0.05,90,0.98,0.05,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario safe_strategy - Day 26: daily volume = 2,372, cumulative volume = 35,815. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
safe_strategy,27,2491,5,498.2,38306,1000000,961694.0,12000,0.2076,0.05,90,0.98,0.05,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario safe_strategy - Day 27: daily volume = 2,491, cumulative volume = 38,306. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
safe_strategy,28,2616,5,523.2,40922,1000000,959078.0,12000,0.218,0.05,90,0.98,0.05,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario safe_strategy - Day 28: daily volume = 2,616, cumulative volume = 40,922. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
safe_strategy,29,2747,5,549.4,43669,1000000,956331.0,12000,0.2289,0.05,90,0.98,0.05,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario safe_strategy - Day 29: daily volume = 2,747, cumulative volume = 43,669. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
safe_strategy,30,2884,5,576.8,46553,1000000,953447.0,12000,0.2403,0.05,90,0.98,0.05,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario safe_strategy - Day 30: daily volume = 2,884, cumulative volume = 46,553. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
aggressive_strategy,1,1400,8,175.0,1400,1000000,998600.0,8000,0.175,0.2,30,0.98,0.11,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario aggressive_strategy - Day 1: daily volume = 1,400, cumulative volume = 1,400. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
aggressive_strategy,2,1680,8,210.0,3080,1000000,996920.0,8000,0.21,0.2,30,0.98,0.11,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario aggressive_strategy - Day 2: daily volume = 1,680, cumulative volume = 3,080. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
aggressive_strategy,3,2016,8,252.0,5096,1000000,994904.0,8000,0.252,0.2,30,0.98,0.11,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario aggressive_strategy - Day 3: daily volume = 2,016, cumulative volume = 5,096. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
aggressive_strategy,4,2419,8,302.38,7515,1000000,992485.0,8000,0.3024,0.2,30,0.98,0.11,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario aggressive_strategy - Day 4: daily volume = 2,419, cumulative volume = 7,515. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
aggressive_strategy,5,2903,8,362.88,10418,1000000,989582.0,8000,0.3629,0.2,30,0.98,0.11,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario aggressive_strategy - Day 5: daily volume = 2,903, cumulative volume = 10,418. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
aggressive_strategy,6,3484,8,435.5,13902,1000000,986098.0,8000,0.4355,0.2,30,0.98,0.11,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario aggressive_strategy - Day 6: daily volume = 3,484, cumulative volume = 13,902. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
aggressive_strategy,7,4181,8,522.62,18083,1000000,981917.0,8000,0.5226,0.2,30,0.98,0.11,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario aggressive_strategy - Day 7: daily volume = 4,181, cumulative volume = 18,083. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
aggressive_strategy,8,5017,8,627.12,23100,1000000,976900.0,8000,0.6271,0.2,30,0.98,0.11,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario aggressive_strategy - Day 8: daily volume = 5,017, cumulative volume = 23,100. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
aggressive_strategy,9,6020,8,752.5,29120,1000000,970880.0,8000,0.7525,0.2,30,0.98,0.2022,0.0,0.0,0.0,0.0,Safe,Safe,0,0,0,0,0,Continue strategy or increase slowly,LOW,"Low risk, good performance",Current strategy is acceptable. Increase volume only slowly and monitor risk.,"Scenario aggressive_strategy - Day 9: daily volume = 6,020, cumulative volume = 29,120. Decision: Continue strategy or increase slowly. Reason: Low risk, good performance. Recommendation: Current strategy is acceptable. Increase volume only slowly and monitor risk."
aggressive_strategy,10,7224,8,903.0,36344,1000000,963656.0,8000,0.903,0.2,30,0.9682,0.3377,0.0,0.0,0.0,0.0,Risk,Safe,0,0,0,0,0,Reduce volume,MEDIUM,High limit usage ratio (90.3%),Lower the daily volume to keep the IP below pressure zone.,"Scenario aggressive_strategy - Day 10: daily volume = 7,224, cumulative volume = 36,344. Decision: Reduce volume. Reason: High limit usage ratio (90.3%). Recommendation: Lower the daily volume to keep the IP below pressure zone."
aggressive_strategy,11,8669,8,1083.62,45013,1000000,954987.0,8000,1.0836,0.2,30,0.8598,0.5003,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Reduce volume,MEDIUM,High limit usage ratio (108.4%),Lower the daily volume to keep the IP below pressure zone.,"Scenario aggressive_strategy - Day 11: daily volume = 8,669, cumulative volume = 45,013. Decision: Reduce volume. Reason: High limit usage ratio (108.4%). Recommendation: Lower the daily volume to keep the IP below pressure zone."
aggressive_strategy,12,10403,8,1300.38,55416,1000000,944584.0,8000,1.3004,0.2,30,0.7298,0.6953,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Reduce volume,MEDIUM,High limit usage ratio (130.0%),Lower the daily volume to keep the IP below pressure zone.,"Scenario aggressive_strategy - Day 12: daily volume = 10,403, cumulative volume = 55,416. Decision: Reduce volume. Reason: High limit usage ratio (130.0%). Recommendation: Lower the daily volume to keep the IP below pressure zone."
aggressive_strategy,13,12484,8,1560.5,67900,1000000,932100.0,8000,1.5605,0.2,30,0.5737,0.9295,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (93.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 13: daily volume = 12,484, cumulative volume = 67,900. Decision: Stop growth. Reason: Dangerous risk level (93.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
aggressive_strategy,14,14981,8,1872.62,82881,1000000,917119.0,8000,1.8726,0.2,30,0.3864,0.99,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (99.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 14: daily volume = 14,981, cumulative volume = 82,881. Decision: Stop growth. Reason: Dangerous risk level (99.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
aggressive_strategy,15,17977,8,2247.12,100858,1000000,899142.0,8000,2.2471,0.2,30,0.1617,0.99,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (99.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 15: daily volume = 17,977, cumulative volume = 100,858. Decision: Stop growth. Reason: Dangerous risk level (99.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
aggressive_strategy,16,21572,8,2696.5,122430,1000000,877570.0,8000,2.6965,0.2,30,0.0,0.99,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (99.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 16: daily volume = 21,572, cumulative volume = 122,430. Decision: Stop growth. Reason: Dangerous risk level (99.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
aggressive_strategy,17,25886,8,3235.75,148316,1000000,851684.0,8000,3.2357,0.2,30,0.0,0.99,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (99.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 17: daily volume = 25,886, cumulative volume = 148,316. Decision: Stop growth. Reason: Dangerous risk level (99.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
aggressive_strategy,18,31063,8,3882.88,179379,1000000,820621.0,8000,3.8829,0.2,30,0.0,0.99,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (99.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 18: daily volume = 31,063, cumulative volume = 179,379. Decision: Stop growth. Reason: Dangerous risk level (99.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
aggressive_strategy,19,37276,8,4659.5,216655,1000000,783345.0,8000,4.6595,0.2,30,0.0,0.99,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (99.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 19: daily volume = 37,276, cumulative volume = 216,655. Decision: Stop growth. Reason: Dangerous risk level (99.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
aggressive_strategy,20,44731,8,5591.38,261386,1000000,738614.0,8000,5.5914,0.2,30,0.0,0.99,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (99.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 20: daily volume = 44,731, cumulative volume = 261,386. Decision: Stop growth. Reason: Dangerous risk level (99.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
aggressive_strategy,21,53677,8,6709.62,315063,1000000,684937.0,8000,6.7096,0.2,30,0.0,0.99,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (99.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 21: daily volume = 53,677, cumulative volume = 315,063. Decision: Stop growth. Reason: Dangerous risk level (99.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
aggressive_strategy,22,64412,8,8051.5,379475,1000000,620525.0,8000,8.0515,0.2,30,0.0,0.99,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (99.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 22: daily volume = 64,412, cumulative volume = 379,475. Decision: Stop growth. Reason: Dangerous risk level (99.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
aggressive_strategy,23,77294,8,9661.75,456769,1000000,543231.0,8000,9.6617,0.2,30,0.0,0.99,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (99.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 23: daily volume = 77,294, cumulative volume = 456,769. Decision: Stop growth. Reason: Dangerous risk level (99.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
aggressive_strategy,24,92753,8,11594.12,549522,1000000,450478.0,8000,11.5941,0.2,30,0.0,0.99,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (99.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 24: daily volume = 92,753, cumulative volume = 549,522. Decision: Stop growth. Reason: Dangerous risk level (99.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
aggressive_strategy,25,111304,8,13913.0,660826,1000000,339174.0,8000,13.913,0.2,30,0.0,0.99,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (99.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 25: daily volume = 111,304, cumulative volume = 660,826. Decision: Stop growth. Reason: Dangerous risk level (99.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
aggressive_strategy,26,133565,8,16695.62,794391,1000000,205609.0,8000,16.6956,0.2,30,0.0,0.99,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (99.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 26: daily volume = 133,565, cumulative volume = 794,391. Decision: Stop growth. Reason: Dangerous risk level (99.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
aggressive_strategy,27,160278,8,20034.75,954669,1000000,45331.0,8000,20.0347,0.2,30,0.0,0.99,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (99.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 27: daily volume = 160,278, cumulative volume = 954,669. Decision: Stop growth. Reason: Dangerous risk level (99.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
aggressive_strategy,28,192334,8,24041.75,1147003,1000000,0.0,8000,24.0418,0.2,30,0.0,0.99,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (99.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 28: daily volume = 192,334, cumulative volume = 1,147,003. Decision: Stop growth. Reason: Dangerous risk level (99.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
aggressive_strategy,29,230801,8,28850.12,1377804,1000000,0.0,8000,28.8501,0.2,30,0.0,0.99,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (99.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 29: daily volume = 230,801, cumulative volume = 1,377,804. Decision: Stop growth. Reason: Dangerous risk level (99.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
aggressive_strategy,30,276961,8,34620.12,1654765,1000000,0.0,8000,34.6201,0.2,30,0.0,0.99,0.0,0.0,0.0,0.0,Dangerous,Safe,0,0,0,0,0,Stop growth,HIGH,Dangerous risk level (99.0%),Stop increasing volume. Stabilize the IP and reduce volume if risk persists.,"Scenario aggressive_strategy - Day 30: daily volume = 276,961, cumulative volume = 1,654,765. Decision: Stop growth. Reason: Dangerous risk level (99.0%). Recommendation: Stop increasing volume. Stabilize the IP and reduce volume if risk persists."
